543,500,1300
543,500,1264
543,500,1303
543,500,1321
543,500,1289
544,501,1014
544,501,999
556,504,738
561,504,614
559,504,602
568,506,653
563,506,569
564,507,552
564,507,505
559,505,485
557,506,478
558,507,451
557,506,437
556,506,449
556,506,415
559,506,417
559,507,417
559,507,407
558,507,391
557,507,391
556,507,387
557,507,376
559,504,390
554,505,365
555,505,350
556,505,372
554,505,364
552,504,344
553,503,355
553,503,355
554,503,354
553,503,351
553,504,343
554,504,338
554,505,323
554,505,320
553,505,322
552,504,316
552,504,318
551,504,315
553,504,312
554,505,315
554,505,320
553,505,312
553,504,304
552,504,309
550,504,303
553,505,295
553,505,302
553,505,298
553,505,298
551,505,295
552,505,296
553,505,297
554,505,298
554,505,293
554,505,291
554,505,286
552,504,284
551,504,284
551,504,279
551,504,279
550,504,281
550,504,288
551,504,289
551,504,287
549,503,288
551,504,289
551,504,288
551,503,289
550,503,290
550,503,282
551,503,278
551,502,276
550,502,279
549,502,279
550,502,281
550,502,276
550,502,279
550,502,277
551,502,279
550,501,280
549,501,285
549,501,282
549,501,284
549,501,281
549,501,290
550,500,284
550,500,279
551,500,277
551,500,274
551,499,278
551,499,277
551,498,277
550,498,277
550,498,280
550,498,288
551,497,289
550,498,290
551,498,290
551,498,290
551,498,290
551,498,291
551,499,286
551,499,284
552,498,283
551,498,286
552,499,280
552,499,279
552,499,280
553,499,278
553,499,278
553,499,278
553,499,278
553,499,281
552,498,288
551,498,286
552,498,284
552,498,283
552,498,284
552,498,284
552,498,285
552,497,287
552,497,287
552,496,289
553,496,285
553,497,291
553,496,293
553,496,290
553,496,287
553,496,288
553,496,291
553,496,288
553,496,287
553,496,286
553,496,287
553,496,285
553,496,287
553,496,287
553,496,286
553,496,285
553,496,287
553,496,284
553,496,282
553,496,282
553,496,282
553,495,282
553,495,282
553,495,282
553,495,284
553,495,282
553,495,282
553,495,282
553,495,282
553,495,284
553,495,282
553,495,282
553,495,282
553,495,282
553,495,282
553,495,282
553,495,284
553,495,285
553,495,285
554,495,285
554,495,285
554,495,285
554,495,285
554,496,289
555,496,289
556,496,290
556,496,287
556,496,288
556,496,287
556,496,287
556,496,287
556,496,286
556,496,287
557,497,295
558,497,296
558,497,296
558,497,296
558,497,295
558,497,295
558,497,293
558,497,295
558,497,295
558,497,294
558,497,298
558,497,295
558,497,296
558,497,296
558,497,295
558,497,295
558,497,295
558,497,293
558,497,295
558,497,293
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,298
558,497,298
558,497,297
558,497,298
558,497,298
558,497,298
558,497,298
558,497,296
558,497,298
558,497,296
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
558,497,295
